"Nombre","Descripción","Tipo","Dirección","Latitud","Longitud"
"02.Iglesia de San Julián","<p class=""rtejustify"">Es una vieja iglesia que muestra los signos inequ&iacute;vocos del estilo g&oacute;ticomud&eacute;jar hispalense Aparentemente construidos en la primera mitad del siglo XIV, su historia es una aventura en s&iacute; misma.</p>
<p class=""rtejustify"">&nbsp;</p>
<p class=""rtejustify"">El edificio sufri&oacute; las consecuencias del fuego y el saqueo en 1932.</p>
<p class=""rtejustify"">&nbsp;</p>
<p class=""rtejustify"">Adem&aacute;s fue el lugar en el que se celebraron numerosos concilios con San Isidoro y San Leandro a la cabeza. Bajo su soler&iacute;a, existe una gran cripta que arranca del presbiterio y se extiende m&aacute;s all&aacute; de los pies de la iglesia.</p>
","Aventura 1: La Sevilla oculta","Calle San Julián",37.398793,-5.985503
"02.Basílica de la Macarena ","<div>
Uno de los restos mejor conservados de la muralla, son las llamadas murallas de la Macarena. Si las seguimos encontraremos el arco de la Macarena, una antigua puerta, y la bas&iacute;lica del mismo nombre. Esta es la sede de la Hermandad de la Macarena.</div>
<div>
Esta famos&iacute;sima hermandad sale en procesi&oacute;n el Viernes Santo, en la popular &ldquo;madrug&aacute;&rdquo;. El Paso de Cristo sale escoltado por una centuria de soldados romanos con un vestuario que incluye coraza y yelmo. Esta grupo es conocido como los &ldquo;armaos&rdquo;.</div>
<div>
Es recomendable visitar las dependencias basilicales de la Hermandad en las que se custodia el tesoro de la Virgen.&nbsp;</div>
<div>
Corred, continuad por la calle de Don Fadrique, nos espera el Hospital de las Cinco Llagas. Esta calle tambi&eacute;n ha tenido much&iacute;simos nombres. Comenz&oacute; como Puerta de la Macarena, para continuar con Camino de la Algaba, Camino de San L&aacute;zaro, Camino de San Jer&oacute;nimo, Camino de C&oacute;rdoba y Camino Viejo del Cementerio.</div>
<div>
Finalmente, ya en el a&ntilde;o 1859 apareci&oacute; su nombre definitivo: Calle Don Fadrique y as&iacute; ha seguido, hasta ahora.</div>
<div>
Y llegamos al final de nuestra aventura con uno de los edificios m&aacute;s espectaculares de Sevilla, el Hospital de las Cinco Llagas.</div>
","Aventura 1: La Sevilla oculta","Calle Becquer",37.403406,-5.994248
"03.Iglesia de San Hermenegildo","<p>Su construcci&oacute;n nos remite al siglo XVIII. En su interior a&uacute;n permanece una peque&ntilde;a capilla en la que, la leyenda, el santo que da nombre al templo permaneci&oacute; cautivo. Durante el siglo XV los hermanos de San Hermenegildo, al celebrar el d&iacute;a de su patr&oacute;n, organizaban justas en su honor en el espacio que hay desde la puerta de C&oacute;rdoba hasta la del Sol. Debido a esta raz&oacute;n, el lugar conserva el nombre de la justa.</p>
<p>&nbsp;</p>
","Aventura 1: La Sevilla oculta","Plaza de la Concordia ",37.400352,-5.985134
"03.Hospital de las Cinco Llagas","<p>&nbsp;</p>
<p>Los primeros registros documentales que poseemos datan la fecha de su fundaci&oacute;n en el a&ntilde;o 1500. Merced a la labor del primer marqu&eacute;s de Tarifa, Don Fadrique de Rivera y su madre, Do&ntilde;a Catalina de Rivera. La construcci&oacute;n de este edificio supuso la mayor empresa arquitect&oacute;nica de la Espa&ntilde;a de aquella &eacute;poca y estuvo respaldada por las fundaciones hospitalarias de los Reyes Cat&oacute;licos. &iexcl;Este hospital fue el edificio en planta m&aacute;s grande de Espa&ntilde;a hasta la construcci&oacute;n de El Escorial, y el mayor hospital existente en toda Europa durante casi doscientos a&ntilde;os!</p>
<p>&nbsp;</p>
<p>Como ya hemos comentado, fue un proyecto singular para la &eacute;poca. Desde la primera piedra se tuvieron muy en cuenta las condiciones de salubridad, algo que no era precisamente caracter&iacute;stico de aquellos tiempos. Se&nbsp;excavaron cloacas, se abrieron enormespatios que lo dotasen de una gran cantidad de luz natural, se tuvieron en cuenta las corrientes de aire en la colocaci&oacute;n de ventanas para mantenerlo bien ventilado e incluso pose&iacute;a una red de abastecimiento de agua que se hac&iacute;a llegar por un acueducto. Se mantuvo en funcionamiento hasta 1982, a&ntilde;o en que fue abandonado. Finalmente comenz&oacute; un profundo proceso de restauraci&oacute;n ya en 1992, coincidiendo con la Exposici&oacute;n Universal de Sevilla, para constituirse como la sede del Parlamento Andaluz.</p>
<p>&nbsp;</p>
<p>Bien, ahora te retamos a la foto familiar.Nosotros nos inmortalizamos en este monumento como una gran familia.</p>
<p>Fotografiaros vosotros y aspirar a ser la familia m&aacute;s aventurera del mundo que ha pasado por Sevilla.</p>
<p>Un dato practico, pod&eacute;is volver a la zona de origen de la ruta en transporte p&uacute;blico, tomad el autob&uacute;s de la l&iacute;nea 10 o 13 de Tussam y os llevar&aacute; de nuevo al centro.</p>
","Aventura 1: La Sevilla oculta","San Juan de Ribera, s/n",37.40459,-5.987573
"01. Iglesia Colegial del Divino Salvador","<p>Ubicada en pleno centro de Sevilla, es tras la Catedral, la iglesia m&aacute;s grande de la ciudad. Pero no fue siempre as&iacute;. Sus or&iacute;genes fueron diferentes&hellip;Junto a la estatua de Mart&iacute;nez Monta&ntilde;&eacute;s hay una puerta, entrad por ella al patio de la iglesia y cuando est&eacute;is&nbsp; ah&iacute;, prestad atenci&oacute;n. Podr&eacute;is encontrar restos de &eacute;pocas pasadas de la ciudad, como la romana o la visigoda.</p>
<p>&nbsp;</p>
<p>Pero sin duda, los mejores conservados se encuentran bajo el suelo que est&aacute;is pisando. Son los restos de la mezquita de Ibn Adabass, que durante el siglo IX, en pleno califato, sirvi&oacute; como la primera mezquita aljama.</p>
<p><br />
<br />
Despu&eacute;s de que las tropas cristianas del rey San Fernando conquistasen la ciudad, all&aacute; por 1248, se decide reconocer la importancia de este edificio como el segundo templo religioso tras la catedral. Reconocimiento que se hace patente al nombrar &ldquo;colegiata&rdquo; al impresionante conjunto. &iquest;Os hab&eacute;is fijado a qu&eacute; altura han quedado enterradas las columnas? &iquest;Cu&aacute;nto tiempo llevar&aacute;n ah&iacute;? Seguramente os pase lo mismo que a nosotros cuando vimos esta iglesia por primera vez. Estar&eacute;is extasiados por su belleza.Pero corred y no os par&eacute;is, los secretos de Sevilla os esperan a muy pocos pasos.</p>
<p><br />
<br />
Pod&eacute;is salir del patio por la otra puerta, a trav&eacute;s de un estrecho t&uacute;nel. Ahora, continuad la traves&iacute;a en direcci&oacute;n a las Siete Revueltas, junto a la Plaza de Jes&uacute;s de la Pasi&oacute;n o &ldquo;Plaza del Pan&rdquo;, un lugar que debe su nombre a que en el siglo XVII se ubicaban en ella los puestos de venta de pan.</p>
","Aventura 1: La Sevilla oculta","Plaza del Salvador",37.389987,-5.992755
"01.Calle Doña María Coronel","<div>
Os contamos su historia mientras camin&aacute;is hacia la calle Bustos Tavera.</div>
<div>
DO&Ntilde;A MAR&Iacute;A CORONEL Y EL REY PEDRO I:</div>
<div>
Don Pedro I el Cruel, se enamor&oacute; de Do&ntilde;a Mar&iacute;a Coronel, viuda de Don Juan de la Cerda. Tanto fue el inter&eacute;s del Rey por esta dama que ella fue a refugiarse al Convento de Santa Clara para huir de &eacute;l. Pero el rey no iba a darse por vencido tan f&aacute;cilmente.</div>
<div>
De improviso se present&oacute; en el convento. Cuando Do&ntilde;a Mar&iacute;a comprendi&oacute; la situaci&oacute;n, corri&oacute; r&aacute;pidamente a la cocina, cogi&oacute; una sart&eacute;n con aceite hirviendo y se verti&oacute; el contenido en la cara para desfigurarse y dejar de encandilar al rey quien, arrepentido, suplic&oacute; a la Madre Superiora que la cuidara y velara por sus deseos. Sabedora de esta condici&oacute;n, Do&ntilde;a Mar&iacute;a pidi&oacute; al rey el solar para construir el actual convento de Santa In&eacute;s.</div>
<div>
Tras fallecer Do&ntilde;a Mar&iacute;a Coronel y bastantes a&ntilde;os m&aacute;s tarde, realizando unas obras, apreci&oacute; su ata&uacute;d en el coro del convento. Al abrirlo, los investigadores descubrieron con asombro que el cuerpo se encontraba en un extraordinario estado de conservaci&oacute;n.</div>
<div>
A d&iacute;a de hoy, sus restos reposan en una urna que puede visitarse cada 2 de diciembre en la Iglesia de Santa In&eacute;s</div>
","Aventura 1: La Sevilla oculta","Calle Doña María Coronel",37.393513,-5.988706
"01.Calle Regina","<p class=""rtejustify"">Mientras recorremos la calle Regina hacia la calle Feria, veremos gran n&uacute;mero de comercios de lo m&aacute;s variopintos, todo un deleite para los sentidos. Esta zona de compras ha sido bautizada con el nombre de &ldquo;Regina Market&rdquo;, donde habitualmente se realizan interesantes actividades que invitan a la participaci&oacute;n, el segundo s&aacute;bado de cada mes.</p>
","Aventura 1: La Sevilla oculta","Calle Regina",37.394705,-5.991543
"01.Murallas de Sevilla","<div>
Las murallas de la ciudad de Sevilla eran consideradas como una de las m&aacute;s largas de Europa. Bajo el dominio cartagin&eacute;s la muralla estaba compuesta por madera y barro principalmente.</div>
<div>
Al llegar los romanos, entre los a&ntilde;os 65 y 68 a.C., Julio C&eacute;sar sustituy&oacute; la muralla por algo m&aacute;s consistente, empleando para ello grandes cantidades de piedra. En esta &eacute;poca se a&ntilde;adieron las puertas para entrar en la ciudad y los torreones de vigilancia.</div>
<div>
&nbsp;</div>
<div>
&iquest;Sab&iacute;as que Roma tuvo tres emperadores originarios de It&aacute;lica? &iquest;Ser&eacute;is capaces de encontrar sus nombres?Los &aacute;rabes agrandaron las murallas y las fortalecieron, previniendo as&iacute; ataques de los cristianos del norte de Espa&ntilde;a.</div>
<div>
&nbsp;</div>
<div>
En 913, el califa Abderram&aacute;n III mand&oacute; destruir las murallas como una estrategia pol&iacute;tica para evitar los intentos de separaci&oacute;n del poder del califato de C&oacute;rdoba (capital de Al-&Aacute;ndalus) Sin embargo en 1023 el primer rey taifa de Sevilla, las reconstruye con su fin original, la protecci&oacute;n contra tropas invasoras, en este caso cristianas.</div>
<div>
&nbsp;</div>
<div>
Reforzada y ampliada, ahora la muralla contaba con 7 kil&oacute;metros, 166 torreones, 13 puertas y 6 postigos.En estos momentos Sevilla alcanza el estatus de ciudad mejor amurallada de Europa.Pod&eacute;is pasar al otro lado de la muralla por la segunda puerta que encontr&eacute;is.Para entrar a la ciudad pod&iacute;as utilizar los postigos y las puertas. Exist&iacute;an tres tipos de puertas: Reales, p&uacute;blicas y &nbsp;privadas. Las puertas daban acceso a la ciudad y los postigos, que estaban dentro de la muralla, compartimentaban los distintos barrios de la ciudad</div>
","Aventura 1: La Sevilla oculta","Calle Resolana",37.403407,-5.994248
"03.Monte Gurugú","<p>Como buena costumbre popular, as&iacute; como ocurre en la Fontana di Trevi en Roma, si arrojas una moneda desde lo alto del monte pidiendo un deseo, &eacute;ste se cumplir&aacute;.</p>
<p>&nbsp;</p>
<p>El Monte Gurug&uacute;, cuyo nombre proviene del punto m&aacute;s elevado del Cabo de las Tres Forcas que domina la ciudad de Melilla, es una peque&ntilde;a cumbre de unos 15 &oacute; 20 metros de altura desde cuyo mirador se puede observar parte del Parque de Mar&iacute;a Luisa.</p>
<p>&nbsp;</p>
<p>A este mirador se accede a trav&eacute;s de una escalinata de piedra. Formando parte del monte encontramos un diminuto estanque sobre el que cae el agua de la cascada y que est&aacute; rodeado por frondosa vegetaci&oacute;n.</p>
<p>En vuestro paseo hacia la Isleta de los p&aacute;jaros os encontrar&eacute;is con p&eacute;rgolas, fuentes, leones, ranas, patos...</p>
","Aventura 2: La Sevilla Verde","Parque de María Luisa",37.374165,-5.988511
"04.Isleta de los Pájaros","<p>Dentro del mismo parque, cerca de lo que podr&iacute;amos considerar como el centro del mismo, se encuentra la famosa Isleta de los P&aacute;jaros. En ella, a modo de templete, se sit&uacute;a el Pabell&oacute;n de Alfonso XII, lugar ya existente en el parque en la &eacute;poca en la que era parte de los jardines de San Telmo. Seg&uacute;n la leyenda, en este templete el rey Alfonso XII le declar&oacute; su amor a Mar&iacute;a de las Mercedes.</p>
<p>&nbsp;</p>
<p>La Isleta de los P&aacute;jaros da cobijo a varias especies de &aacute;rboles, de entre los cuales cabe destacar la gran robinia,&nbsp;aligustres, una higuera, el podocarpo y un &aacute;rbol de fuego. Junto a ella se eleva un cipr&eacute;s de los pantanos y palmeras de la suerte.</p>
<p>&nbsp;</p>
<p>Asimismo hallamos, de origen chino, el ailanto o &ldquo;&aacute;rbol del cielo&rdquo; por su importante altura; y caracter&iacute;sticos de Asia y Am&eacute;rica, los bamb&uacute;es. Dentro de la gran cantidad de aves que all&iacute; viven destacan los pavos reales, y perderse en el parque es un autentico placer, pero, no os despist&eacute;is&hellip; Aventureros, espero que est&eacute;is aprendiendo multitud de cosas&hellip; Seguid hasta la Plaza de Espa&ntilde;a. Fijaos en todos sus rincones...</p>
","Aventura 2: La Sevilla Verde","Parque de María Luisa",37.374871,-5.98833
"05.La Plaza de España","<p>S&iacute;mbolo de la arquitectura regionalista, la Plaza de Espa&ntilde;a fue construida por An&iacute;bal Gonz&aacute;lez como unos de los encargos para la Exposici&oacute;n Iberoamericana de 1929. Est&aacute; compuesta por ladrillo visto con aplicaciones en cer&aacute;mica, aunque&nbsp;una de sus principales caracter&iacute;sticas es la cadena de bancos, creados con azulejos, que representan a todas las provincias espa&ntilde;olas.</p>
<p>&nbsp;</p>
<p>En el espacio destinado a cada provincia se encuentra un mapa, mosaicos mostrando alg&uacute;n hecho hist&oacute;rico y escudos de cada capital. Seguro que tambi&eacute;n est&aacute; tu provincia.</p>
<p>&nbsp;</p>
<p>La Plaza de Espa&ntilde;a est&aacute; rodeada por un peque&ntilde;o canal cruzado por cuatro puentes, cada uno de los cuales representa a un antiguo reino de Espa&ntilde;a. Aventureros, os sugerimos navegar por las aguas del canal, remad, remad y descubrid.</p>
","Aventura 2: La Sevilla Verde","Plaza de España",37.377196,-5.986893
"02.El Costurero de la Reina ","<p>Ubicado entre los jardines del Palacio de San Telmo y el Parque de Maria Luisa, este edificio neomud&eacute;jar se erige en 1893 por orden de Antonio de Orleans, duque de Montpensier y marido de la infanta Maria Luisa Fernanda de Borb&oacute;n.</p>
<p>&nbsp;</p>
<p>El costurero se utilizaba como pabell&oacute;n del guarda mayor de los jardines del Palacio de San Telmo. Pero nos faltan muchas cosas que ver. &iexcl;A la aventura!</p>
","Aventura 2: La Sevilla Verde","Paseo de las Delicias, 9",37.375868,-5.990486
"03.Pabellón de Estados Unidos","<p>Aunque originariamente se crearon tres edificios, ahora s&oacute;lo queda en pi&eacute; el principal, un pabell&oacute;n de estilo californiano. Dentro de sus muros pod&iacute;amos encontrar una importante biblioteca con ejemplares en los que se pod&iacute;a saber todo sobre la historia de los Estados Unidos y algo muy especial, un mapa donde se reflejaban las rutas de los conquistadores espa&ntilde;oles, aventureros como nosotros.</p>
<p>&nbsp;</p>
<p>Tambi&eacute;n se expon&iacute;an obras de arte del Museo Nacional de Bellas Artes,&nbsp;del Instituto Smithsonian y de los Departamentos de Estado, de Hacienda, etc. Actualmente es la sede de la fundaci&oacute;n Valent&iacute;n de Madariaga, con exposiciones temporales y permanentes. Muy cerca del pabell&oacute;n de Estados Unidos nos encontramos con la Casa de la Ciencia, en la avenida de Chile.</p>
","Aventura 2: La Sevilla Verde","Pabellón de las Delicias, 7",37.376331,-5.991999
"02.La Universidad de Sevilla","<p>Construido en el siglo XVIII y considerado el mayor edificio industrial de la &eacute;poca, actualmente podemos encontrar en este recinto, de referencias renacentistas, la sede del Rectorado de la Universidad de Sevilla, adem&aacute;s de algunas de sus Facultades. Es curioso c&oacute;mo en aquella &eacute;poca el edificio estaba extramuros de la ciudad y hoy es una zona de las m&aacute;s&nbsp;c&eacute;ntricas.</p>
<p>&nbsp;</p>
<p>Sus dimensiones son extraordinarias, su planta es superada &uacute;nicamente en Espa&ntilde;a por El Monasterio de San Lorenzo del Escorial, en la Comunidad de Madrid. Uno de sus emblemas es la fuente de estilo barroco que podemos encontrar en uno de sus patios. Tambi&eacute;n es importante su capilla, sede de la Hermandad de los Estudiantes. La F&aacute;brica de Tabacos era uno de los lugares m&aacute;s bulliciosos de la ciudad, ya que en ella trabajaban alrededor de mil personas entre hombres y mujeres, pasaban unos doscientos caballos y se empleaban unos ciento setenta molinos, cuyos restos pueden observarse en los jardines.</p>
<p>&nbsp;</p>
<p>Entre toda esa vida surgi&oacute; un personaje que, gracias a la &oacute;pera de Bizet, es c&eacute;lebre en todo el mundo y representa a la mujer espa&ntilde;ola por excelencia: Carmen la cigarrera. Seg&uacute;n cuenta la leyenda, Carmen era una cigarrera que se enamor&oacute; de un&nbsp;sargento navarro llamado Jos&eacute; que no s&oacute;lo perdi&oacute; la cabeza por ella, sino que tambi&eacute;n fue despojado de sus galones y huy&oacute; irremediablemente al monte para unirse a unos bandoleros. Carmen se reencuentra con un torero con el que tuvo una historia de amor. Jos&eacute; la descubre y termina acabando con su vida. Tras el vasto monumento que representa la F&aacute;brica de Tabacos nos encontramos con un edificio no menos emblem&aacute;tico, el grandioso Palacio de San Telmo.</p>
","Aventura 2: La Sevilla Verde","Calle San Fernando, 4",37.380758,-5.991231
